geography,id,HH_control,HHSize1_control,HHSize2_control,HHSize3_control,HHSize4p_control,Income1_control,Income2_control,Income3_control,Income4_control,HHWrk0_control,HHWrk1_control,HHWrk2_control,HHWrk3p_control,Tot_Pop_control,HH_result,HHSize1_result,HHSize2_result,HHSize3_result,HHSize4p_result,Income1_result,Income2_result,Income3_result,Income4_result,HHWrk0_result,HHWrk1_result,HHWrk2_result,HHWrk3p_result,Tot_Pop_result,HH_diff,HHSize1_diff,HHSize2_diff,HHSize3_diff,HHSize4p_diff,Income1_diff,Income2_diff,Income3_diff,Income4_diff,HHWrk0_diff,HHWrk1_diff,HHWrk2_diff,HHWrk3p_diff,Tot_Pop_diff
PUMA,2500703,101627.0,39669.0,32918.0,14565.0,14475.0,35849.0,25712.0,20574.0,19492.0,30914.0,35693.0,29068.0,5952.0,229273.0,103877,39903,33143,14765,16066,36008,26043,21438,20388,31385,36367,29646,6479,238837,2250.0,234.0,225.0,200.0,1591.0,159.0,331.0,864.0,896.0,471.0,674.0,578.0,527.0,9564.0
PUMA,2500704,48889.0,18119.0,14555.0,7362.0,8853.0,21050.0,13136.0,9227.0,5476.0,16043.0,15706.0,13290.0,3850.0,114487.0,50709,18260,14739,7558,10152,21191,13421,9962,6135,16450,16244,13698,4317,123550,1820.0,141.0,184.0,196.0,1299.0,141.0,285.0,735.0,659.0,407.0,538.0,408.0,467.0,9063.0
PUMA,2501000,65035.0,20419.0,21792.0,10643.0,12181.0,17201.0,16390.0,16865.0,14579.0,16643.0,21687.0,20707.0,5998.0,158412.0,65035,20419,21791,10644,12181,17149,16385,16864,14637,16646,21688,20703,5998,158406,0.0,0.0,-1.0,1.0,0.0,-52.0,-5.0,-1.0,58.0,3.0,1.0,-4.0,0.0,-6.0
PUMA,2501300,51710.0,14125.0,19499.0,8212.0,9874.0,9907.0,13162.0,14379.0,14262.0,12117.0,17162.0,17784.0,4647.0,129599.0,53660,14352,19770,8513,11025,10162,13377,14995,15126,12583,17720,18259,5098,137509,1950.0,227.0,271.0,301.0,1151.0,255.0,215.0,616.0,864.0,466.0,558.0,475.0,451.0,7910.0
PUMA,2501400,55398.0,15270.0,18157.0,9575.0,12396.0,12315.0,11223.0,10921.0,20939.0,12694.0,19666.0,19287.0,3751.0,135995.0,55398,15261,18158,9580,12399,12274,11214,10917,20993,12692,19664,19284,3758,136003,0.0,-9.0,1.0,5.0,3.0,-41.0,-9.0,-4.0,54.0,-2.0,-2.0,-3.0,7.0,8.0
PUMA,2501600,66427.0,21801.0,25695.0,9083.0,9848.0,21282.0,21175.0,14508.0,9462.0,20120.0,21877.0,19418.0,5012.0,148299.0,71101,22270,26313,9855,12663,22053,22110,15791,11147,21494,23416,20500,5691,168146,4674.0,469.0,618.0,772.0,2815.0,771.0,935.0,1283.0,1685.0,1374.0,1539.0,1082.0,679.0,19847.0
PUMA,2501900,65683.0,21029.0,26032.0,9130.0,9492.0,35197.0,18821.0,8588.0,3077.0,28200.0,20710.0,12621.0,4152.0,166439.0,65683,21035,26031,9134,9483,35182,18830,8595,3076,28199,20711,12619,4154,166279,0.0,6.0,-1.0,4.0,-9.0,-15.0,9.0,7.0,-1.0,-1.0,1.0,-2.0,2.0,-160.0
PUMA,2501901,67689.0,24802.0,20859.0,9839.0,12189.0,26809.0,19809.0,13258.0,7813.0,22733.0,22013.0,18102.0,4841.0,155414.0,68403,24850,20906,9890,12757,26827,19866,13690,8020,22823,22235,18355,4990,159549,714.0,48.0,47.0,51.0,568.0,18.0,57.0,432.0,207.0,90.0,222.0,253.0,149.0,4135.0
PUMA,2501902,55372.0,18444.0,19586.0,8137.0,9205.0,18426.0,16781.0,11715.0,8450.0,18645.0,16336.0,15724.0,4667.0,126586.0,59080,18819,20123,8766,11372,18908,17489,12849,9834,19721,17489,16541,5329,141633,3708.0,375.0,537.0,629.0,2167.0,482.0,708.0,1134.0,1384.0,1076.0,1153.0,817.0,662.0,15047.0
PUMA,2502400,53794.0,15250.0,16896.0,9445.0,12203.0,13068.0,12897.0,11534.0,16295.0,11415.0,18753.0,19610.0,4016.0,129958.0,53794,15248,16895,9448,12203,13032,12889,11534,16339,11417,18751,19609,4017,130012,0.0,-2.0,-1.0,3.0,0.0,-36.0,-8.0,0.0,44.0,2.0,-2.0,-1.0,1.0,54.0
PUMA,2502800,68556.0,23816.0,23099.0,10859.0,10782.0,20119.0,17618.0,18907.0,11912.0,18671.0,23834.0,20792.0,5259.0,155995.0,70739,24079,23425,11277,11958,20349,17930,19515,12945,19225,24513,21313,5688,165166,2183.0,263.0,326.0,418.0,1176.0,230.0,312.0,608.0,1033.0,554.0,679.0,521.0,429.0,9171.0
PUMA,2503301,69614.0,28244.0,30113.0,6198.0,5059.0,28865.0,19149.0,11615.0,9985.0,23570.0,24577.0,17206.0,4261.0,163937.0,70173,27883,30126,6521,5643,28865,19205,11862,10241,23676,24657,17442,4398,155956,559.0,-361.0,13.0,323.0,584.0,0.0,56.0,247.0,256.0,106.0,80.0,236.0,137.0,-7981.0
PUMA,2503302,109838.0,42214.0,45185.0,12238.0,10201.0,32603.0,23883.0,15570.0,37782.0,29235.0,38027.0,36675.0,5901.0,227263.0,114468,42561,45644,12867,13396,33225,25035,17011,39197,30095,39487,37796,7090,247287,4630.0,347.0,459.0,629.0,3195.0,622.0,1152.0,1441.0,1415.0,860.0,1460.0,1121.0,1189.0,20024.0
PUMA,2503303,74608.0,25560.0,28345.0,11050.0,9653.0,23724.0,23917.0,14495.0,12472.0,19555.0,27655.0,21902.0,5496.0,174912.0,74608,25559,28340,11061,9648,23693,23881,14500,12534,19564,27664,21892,5488,174772,0.0,-1.0,-5.0,11.0,-5.0,-31.0,-36.0,5.0,62.0,9.0,9.0,-10.0,-8.0,-140.0
PUMA,2503304,57411.0,19561.0,19137.0,9769.0,8944.0,25045.0,17121.0,9601.0,5644.0,18505.0,20237.0,13965.0,4704.0,137975.0,61426,19815,19506,10330,11775,25812,18024,10609,6981,19467,21442,14891,5626,157841,4015.0,254.0,369.0,561.0,2831.0,767.0,903.0,1008.0,1337.0,962.0,1205.0,926.0,922.0,19866.0
PUMA,2503305,62713.0,19883.0,23004.0,10257.0,9569.0,16008.0,17836.0,15138.0,13731.0,14158.0,21522.0,22198.0,4835.0,139026.0,66375,20181,23417,10779,11998,16741,18423,16137,15074,14989,22638,23215,5533,156196,3662.0,298.0,413.0,522.0,2429.0,733.0,587.0,999.0,1343.0,831.0,1116.0,1017.0,698.0,17170.0
PUMA,2503306,44685.0,13600.0,15987.0,6875.0,8223.0,14122.0,15340.0,9518.0,5705.0,11764.0,16038.0,12722.0,4161.0,102437.0,47451,13810,16278,7277,10086,14554,15772,10432,6693,12423,16760,13395,4873,116129,2766.0,210.0,291.0,402.0,1863.0,432.0,432.0,914.0,988.0,659.0,722.0,673.0,712.0,13692.0
PUMA,2503400,67729.0,19543.0,25077.0,11657.0,11452.0,15630.0,13135.0,11882.0,27082.0,15258.0,23079.0,25171.0,4221.0,160491.0,69558,19712,25285,11860,12701,15790,13353,12395,28020,15754,23667,25610,4527,168461,1829.0,169.0,208.0,203.0,1249.0,160.0,218.0,513.0,938.0,496.0,588.0,439.0,306.0,7970.0
PUMA,2503500,45440.0,10729.0,14502.0,8647.0,11562.0,7887.0,10020.0,10224.0,17309.0,13158.0,15427.0,13454.0,3401.0,118860.0,46981,10893,14685,8854,12549,8047,10204,10621,18109,13553,15909,13867,3652,125721,1541.0,164.0,183.0,207.0,987.0,160.0,184.0,397.0,800.0,395.0,482.0,413.0,251.0,6861.0
PUMA,2503601,57274.0,15248.0,18982.0,10381.0,12663.0,12139.0,14575.0,15249.0,15311.0,13054.0,19302.0,20072.0,4846.0,141946.0,58563,15352,19051,10445,13715,12174,14614,15532,16243,13371,19706,20318,5168,149015,1289.0,104.0,69.0,64.0,1052.0,35.0,39.0,283.0,932.0,317.0,404.0,246.0,322.0,7069.0
PUMA,2503602,54863.0,17764.0,18727.0,8766.0,9606.0,15513.0,14537.0,14756.0,10057.0,14683.0,19198.0,16797.0,4185.0,130513.0,56972,17967,19021,9112,10872,15809,14883,15378,10902,15163,19767,17469,4573,139258,2109.0,203.0,294.0,346.0,1266.0,296.0,346.0,622.0,845.0,480.0,569.0,672.0,388.0,8745.0
PUMA,2503603,65172.0,25109.0,22156.0,8703.0,9204.0,20819.0,17355.0,16749.0,10249.0,18748.0,23612.0,18551.0,4261.0,141110.0,65172,25105,22149,8712,9206,20786,17343,16754,10289,18754,23605,18546,4267,141069,0.0,-4.0,-7.0,9.0,2.0,-33.0,-12.0,5.0,40.0,6.0,-7.0,-5.0,6.0,-41.0
PUMA,2503900,66172.0,22282.0,22468.0,9851.0,11571.0,17940.0,18110.0,16105.0,14017.0,16657.0,24761.0,20663.0,4091.0,159372.0,66172,22285,22467,9851,11569,17891,18093,16114,14074,16659,24761,20662,4090,159310,0.0,3.0,-1.0,0.0,-2.0,-49.0,-17.0,9.0,57.0,2.0,0.0,-1.0,-1.0,-62.0
PUMA,2504000,49006.0,13542.0,18517.0,7196.0,9751.0,18037.0,15439.0,10069.0,5461.0,15182.0,15205.0,13250.0,5369.0,128126.0,49892,13605,18569,7233,10485,18073,15490,10483,5846,15329,15475,13516,5572,132771,886.0,63.0,52.0,37.0,734.0,36.0,51.0,414.0,385.0,147.0,270.0,266.0,203.0,4645.0
PUMA,2504200,58465.0,15328.0,23123.0,10125.0,9889.0,15042.0,18345.0,13995.0,11083.0,13291.0,19724.0,20852.0,4598.0,135220.0,58465,15324,23121,10125,9895,15012,18320,14006,11127,13289,19726,20850,4600,135329,0.0,-4.0,-2.0,0.0,6.0,-30.0,-25.0,11.0,44.0,-2.0,2.0,-2.0,2.0,109.0
PUMA,2504301,50656.0,15831.0,20366.0,7680.0,6779.0,13984.0,14951.0,13023.0,8698.0,14580.0,15396.0,16912.0,3768.0,122727.0,50656,15831,20366,7672,6787,13956,14940,13036,8724,14585,15395,16912,3764,122595,0.0,0.0,0.0,-8.0,8.0,-28.0,-11.0,13.0,26.0,5.0,-1.0,0.0,-4.0,-132.0
PUMA,2504302,45551.0,16012.0,17529.0,6980.0,5030.0,24280.0,11613.0,6889.0,2769.0,20493.0,13810.0,9298.0,1950.0,98672.0,46149,16070,17575,7017,5487,24303,11665,7221,2960,20620,14004,9436,2089,101468,598.0,58.0,46.0,37.0,457.0,23.0,52.0,332.0,191.0,127.0,194.0,138.0,139.0,2796.0
PUMA,2504303,56609.0,15183.0,21996.0,9712.0,9718.0,15629.0,16017.0,14772.0,10191.0,13362.0,19550.0,19518.0,4179.0,136568.0,56609,15176,21989,9714,9730,15602,16002,14787,10218,13367,19549,19512,4181,136551,0.0,-7.0,-7.0,2.0,12.0,-27.0,-15.0,15.0,27.0,5.0,-1.0,-6.0,2.0,-17.0
PUMA,2504500,52374.0,17678.0,20088.0,8166.0,6442.0,26675.0,14648.0,7897.0,3154.0,20206.0,17564.0,12265.0,2339.0,119833.0,52374,17668,20082,8172,6452,26659,14650,7909,3156,20206,17567,12264,2337,119738,0.0,-10.0,-6.0,6.0,10.0,-16.0,2.0,12.0,2.0,0.0,3.0,-1.0,-2.0,-95.0
PUMA,2504700,50570.0,17694.0,20439.0,5464.0,6973.0,15691.0,15336.0,10933.0,8610.0,20302.0,15342.0,11861.0,3065.0,112992.0,50570,17685,20430,5470,6985,15675,15326,10934,8635,20301,15338,11864,3067,112929,0.0,-9.0,-9.0,6.0,12.0,-16.0,-10.0,1.0,25.0,-1.0,-4.0,3.0,2.0,-63.0
PUMA,2504800,45884.0,16118.0,18946.0,4975.0,5845.0,14131.0,15617.0,9410.0,6726.0,17980.0,14876.0,10676.0,2352.0,96631.0,45884,16118,18947,4973,5846,14128,15615,9411,6730,17979,14875,10677,2353,96606,0.0,0.0,1.0,-2.0,1.0,-3.0,-2.0,1.0,4.0,-1.0,-1.0,1.0,1.0,-25.0
PUMA,2504901,49633.0,12730.0,18074.0,7698.0,11131.0,11530.0,14061.0,13383.0,10659.0,12582.0,15104.0,16463.0,5484.0,131401.0,49633,12729,18072,7706,11126,11496,14034,13398,10705,12589,15107,16451,5486,131300,0.0,-1.0,-2.0,8.0,-5.0,-34.0,-27.0,15.0,46.0,7.0,3.0,-12.0,2.0,-101.0
PUMA,2504902,49948.0,12960.0,18837.0,7856.0,10295.0,10903.0,13432.0,14569.0,11044.0,12077.0,15383.0,17622.0,4866.0,123239.0,52584,13224,19187,8257,11916,11158,13946,15243,12237,12843,16153,18275,5313,134822,2636.0,264.0,350.0,401.0,1621.0,255.0,514.0,674.0,1193.0,766.0,770.0,653.0,447.0,11583.0
PUMA,2504903,61769.0,20508.0,19159.0,8814.0,13288.0,15994.0,16619.0,14504.0,14652.0,18589.0,19698.0,19002.0,4480.0,144695.0,63239,20653,19289,8945,14352,16096,16742,15024,15377,18938,20120,19336,4845,151464,1470.0,145.0,130.0,131.0,1064.0,102.0,123.0,520.0,725.0,349.0,422.0,334.0,365.0,6769.0
PUMA,3300300,4143.0,1884.0,1107.0,575.0,577.0,745.0,1121.0,1310.0,967.0,1063.0,1329.0,1494.0,257.0,9347.0,4143,1884,1107,575,577,743,1120,1311,969,1063,1329,1494,257,9333,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,1.0,2.0,0.0,0.0,0.0,0.0,-14.0
PUMA,3300400,6309.0,2726.0,2108.0,871.0,604.0,1150.0,2124.0,2009.0,1026.0,1292.0,2124.0,2316.0,577.0,13709.0,6309,2724,2108,871,606,1148,2120,2011,1030,1292,2125,2314,578,13689,0.0,-2.0,0.0,0.0,2.0,-2.0,-4.0,2.0,4.0,0.0,1.0,-2.0,1.0,-20.0
PUMA,3300500,5093.0,2562.0,1446.0,466.0,619.0,1173.0,1740.0,1533.0,647.0,1086.0,2044.0,1729.0,234.0,11496.0,5619,2606,1518,558,937,1259,1866,1688,806,1176,2233,1888,322,13802,526.0,44.0,72.0,92.0,318.0,86.0,126.0,155.0,159.0,90.0,189.0,159.0,88.0,2306.0
PUMA,3300600,52172.0,21368.0,16460.0,6449.0,7895.0,7273.0,13268.0,15256.0,16375.0,8750.0,19006.0,19890.0,4526.0,119896.0,55383,21652,16944,7111,9676,7739,13989,16137,17518,9546,20163,20639,5035,132643,3211.0,284.0,484.0,662.0,1781.0,466.0,721.0,881.0,1143.0,796.0,1157.0,749.0,509.0,12747.0
PUMA,3300700,64094.0,26626.0,19941.0,8220.0,9307.0,11171.0,17753.0,18077.0,17093.0,11959.0,21128.0,24865.0,6142.0,150531.0,68697,27044,20552,9129,11972,11859,18589,19512,18737,13178,22799,25785,6935,169509,4603.0,418.0,611.0,909.0,2665.0,688.0,836.0,1435.0,1644.0,1219.0,1671.0,920.0,793.0,18978.0
PUMA,3300800,46349.0,22058.0,13678.0,4872.0,5741.0,16242.0,15617.0,9853.0,4637.0,12033.0,17517.0,13570.0,3229.0,100362.0,52177,22511,14371,5918,9377,17388,16916,11338,6535,13599,19344,14899,4335,126736,5828.0,453.0,693.0,1046.0,3636.0,1146.0,1299.0,1485.0,1898.0,1566.0,1827.0,1329.0,1106.0,26374.0
PUMA,3300900,50738.0,21958.0,15080.0,6336.0,7364.0,12619.0,13770.0,13183.0,11166.0,11806.0,18202.0,16515.0,4215.0,115859.0,55228,22388,15726,7241,9873,13339,14637,14444,12808,12744,19880,17642,4962,134442,4490.0,430.0,646.0,905.0,2509.0,720.0,867.0,1261.0,1642.0,938.0,1678.0,1127.0,747.0,18583.0
PUMA,3301000,81803.0,37495.0,24473.0,9118.0,10717.0,16397.0,22874.0,21972.0,20560.0,18199.0,29392.0,27855.0,6357.0,180259.0,88422,38051,25359,10405,14607,17436,24568,23697,22721,20024,31467,29353,7578,205981,6619.0,556.0,886.0,1287.0,3890.0,1039.0,1694.0,1725.0,2161.0,1825.0,2075.0,1498.0,1221.0,25722.0
PUMA,4400101,66095.0,23005.0,22203.0,11332.0,9555.0,19670.0,18239.0,15994.0,12192.0,18260.0,23379.0,19228.0,5228.0,148094.0,69086,23312,22501,11667,11606,20019,18707,16995,13365,19022,24355,19852,5857,161135,2991.0,307.0,298.0,335.0,2051.0,349.0,468.0,1001.0,1173.0,762.0,976.0,624.0,629.0,13041.0
PUMA,4400102,80788.0,30278.0,24442.0,13756.0,12312.0,30233.0,25198.0,15883.0,9474.0,23488.0,30015.0,21298.0,5987.0,175613.0,86265,30755,25017,14422,16071,30802,25977,17766,11720,24662,31648,22561,7394,202351,5477.0,477.0,575.0,666.0,3759.0,569.0,779.0,1883.0,2246.0,1174.0,1633.0,1263.0,1407.0,26738.0
PUMA,4400103,81936.0,33564.0,21117.0,13717.0,13538.0,39239.0,23712.0,11206.0,7779.0,24866.0,31919.0,19639.0,5512.0,191631.0,82619,33588,21152,13762,14117,39228,23821,11677,7893,24924,32200,19841,5654,195398,683.0,24.0,35.0,45.0,579.0,-11.0,109.0,471.0,114.0,58.0,281.0,202.0,142.0,3767.0
PUMA,4400104,52011.0,19238.0,16619.0,8514.0,7640.0,16758.0,16234.0,12332.0,6687.0,15652.0,18895.0,13872.0,3592.0,116592.0,56321,19722,17267,9350,9982,17304,17202,13442,8373,16724,20138,15001,4458,133483,4310.0,484.0,648.0,836.0,2342.0,546.0,968.0,1110.0,1686.0,1072.0,1243.0,1129.0,866.0,16891.0
PUMA,4400201,74253.0,25761.0,25399.0,12339.0,10754.0,19937.0,23270.0,18275.0,12771.0,19762.0,27939.0,21276.0,5276.0,161123.0,78151,26062,25766,12785,13538,20350,23806,19781,14214,20591,29204,22298,6058,179751,3898.0,301.0,367.0,446.0,2784.0,413.0,536.0,1506.0,1443.0,829.0,1265.0,1022.0,782.0,18628.0
PUMA,4400300,54090.0,18787.0,19143.0,8348.0,7812.0,12985.0,14795.0,13278.0,13032.0,14366.0,19885.0,16593.0,3246.0,123452.0,57852,19149,19616,8993,10094,13560,15439,14318,14535,15628,20983,17291,3950,139246,3762.0,362.0,473.0,645.0,2282.0,575.0,644.0,1040.0,1503.0,1262.0,1098.0,698.0,704.0,15794.0
PUMA,4400400,63602.0,21234.0,22879.0,10463.0,9026.0,13679.0,18658.0,15871.0,15394.0,15844.0,22585.0,20497.0,4676.0,143368.0,66619,21540,23288,10944,10847,14136,19115,16890,16478,16692,23529,21186,5212,155531,3017.0,306.0,409.0,481.0,1821.0,457.0,457.0,1019.0,1084.0,848.0,944.0,689.0,536.0,12163.0
