geography,id,HH_control,HHSize1_control,HHSize2_control,HHSize3_control,HHSize4p_control,Income1_control,Income2_control,Income3_control,Income4_control,HHWrk0_control,HHWrk1_control,HHWrk2_control,HHWrk3p_control,HH_Pop_control,HH_result,HHSize1_result,HHSize2_result,HHSize3_result,HHSize4p_result,Income1_result,Income2_result,Income3_result,Income4_result,HHWrk0_result,HHWrk1_result,HHWrk2_result,HHWrk3p_result,HH_Pop_result,HH_diff,HHSize1_diff,HHSize2_diff,HHSize3_diff,HHSize4p_diff,Income1_diff,Income2_diff,Income3_diff,Income4_diff,HHWrk0_diff,HHWrk1_diff,HHWrk2_diff,HHWrk3p_diff,HH_Pop_diff
PUMA,2500503,63893.0,19706.0,22484.0,10363.0,11340.0,15625.0,15597.0,14458.0,18213.0,15007.0,23073.0,21929.0,3884.0,143057.0,63893,19716,22484,10365,11328,15582,15580,14460,18271,15013,23073,21924,3883,143109,0.0,10.0,0.0,2.0,-12.0,-43.0,-17.0,2.0,58.0,6.0,0.0,-5.0,-1.0,52.0
PUMA,2500504,69151.0,22918.0,23180.0,11348.0,11705.0,20185.0,17567.0,14282.0,17117.0,15869.0,24628.0,22959.0,5695.0,161626.0,69151,22909,23181,11347,11714,20130,17559,14291,17171,15870,24625,22961,5695,161635,0.0,-9.0,1.0,-1.0,9.0,-55.0,-8.0,9.0,54.0,1.0,-3.0,2.0,0.0,9.0
PUMA,2500505,63011.0,19762.0,22556.0,10726.0,9967.0,13332.0,15281.0,16962.0,17436.0,14103.0,22656.0,22580.0,3672.0,139103.0,63011,19767,22562,10724,9958,13309,15252,16958,17492,14107,22654,22577,3673,139120,0.0,5.0,6.0,-2.0,-9.0,-23.0,-29.0,-4.0,56.0,4.0,-2.0,-3.0,1.0,17.0
PUMA,2500506,60666.0,19593.0,27520.0,8036.0,5517.0,11576.0,15053.0,12476.0,21561.0,12058.0,23736.0,20967.0,3905.0,124054.0,60666,19582,27518,8043,5523,11553,15028,12475,21610,12058,23738,20961,3909,124058,0.0,-11.0,-2.0,7.0,6.0,-23.0,-25.0,-1.0,49.0,0.0,2.0,-6.0,4.0,4.0
PUMA,2500507,64816.0,19825.0,27622.0,8847.0,8522.0,16688.0,22188.0,17199.0,8741.0,13392.0,22171.0,22948.0,6305.0,140206.0,64816,19826,27621,8848,8521,16660,22154,17214,8788,13393,22182,22939,6302,140195,0.0,1.0,-1.0,1.0,-1.0,-28.0,-34.0,15.0,47.0,1.0,11.0,-9.0,-3.0,-11.0
PUMA,2500508,59149.0,19360.0,22274.0,9016.0,8499.0,17825.0,16828.0,16172.0,8324.0,14962.0,20992.0,18819.0,4376.0,141391.0,59149,19364,22274,9013,8498,17795,16823,16180,8351,14966,20993,18815,4375,141411,0.0,4.0,0.0,-3.0,-1.0,-30.0,-5.0,8.0,27.0,4.0,1.0,-4.0,-1.0,20.0
PUMA,2500701,87531.0,26894.0,30911.0,13787.0,15939.0,34404.0,25864.0,17324.0,9939.0,29159.0,27876.0,23585.0,6911.0,215098.0,87531,26891,30916,13786,15938,34362,25861,17357,9951,29161,27875,23585,6910,215079,0.0,-3.0,5.0,-1.0,-1.0,-42.0,-3.0,33.0,12.0,2.0,-1.0,0.0,-1.0,-19.0
PUMA,2500702,48394.0,14472.0,16209.0,7632.0,10081.0,10069.0,11925.0,11451.0,14949.0,11934.0,15839.0,17087.0,3534.0,112514.0,48394,14471,16209,7635,10079,10048,11912,11448,14986,11934,15840,17086,3534,112529,0.0,-1.0,0.0,3.0,-2.0,-21.0,-13.0,-3.0,37.0,0.0,1.0,-1.0,0.0,15.0
PUMA,2500703,100702.0,39001.0,32630.0,14516.0,14555.0,35089.0,25211.0,20783.0,19619.0,30372.0,35403.0,29029.0,5898.0,220581.0,100702,38987,32637,14529,14549,35019,25213,20791,19679,30389,35399,29019,5895,220557,0.0,-14.0,7.0,13.0,-6.0,-70.0,2.0,8.0,60.0,17.0,-4.0,-10.0,-3.0,-24.0
PUMA,2500704,50740.0,18930.0,15110.0,7598.0,9102.0,21748.0,13571.0,9549.0,5872.0,16643.0,16341.0,13799.0,3957.0,117099.0,50740,18928,15111,7598,9103,21708,13576,9567,5889,16650,16344,13793,3953,117098,0.0,-2.0,1.0,0.0,1.0,-40.0,5.0,18.0,17.0,7.0,3.0,-6.0,-4.0,-1.0
PUMA,2501000,62359.0,19388.0,21025.0,10237.0,11709.0,16360.0,15705.0,16434.0,13860.0,15911.0,20769.0,19920.0,5759.0,149457.0,62359,19386,21023,10242,11708,16316,15689,16439,13915,15914,20770,19918,5757,149459,0.0,-2.0,-2.0,5.0,-1.0,-44.0,-16.0,5.0,55.0,3.0,1.0,-2.0,-2.0,2.0
PUMA,2501300,53040.0,14535.0,19913.0,8413.0,10179.0,10060.0,13421.0,14564.0,14995.0,12478.0,17573.0,18261.0,4728.0,128141.0,53040,14538,19920,8415,10167,10036,13399,14562,15043,12479,17567,18266,4728,128142,0.0,3.0,7.0,2.0,-12.0,-24.0,-22.0,-2.0,48.0,1.0,-6.0,5.0,0.0,1.0
PUMA,2501400,54663.0,15197.0,17857.0,9390.0,12219.0,12315.0,10958.0,10914.0,20476.0,12562.0,19349.0,19016.0,3736.0,130734.0,54663,15195,17861,9395,12212,12278,10948,10908,20529,12561,19349,19017,3736,130759,0.0,-2.0,4.0,5.0,-7.0,-37.0,-10.0,-6.0,53.0,-1.0,0.0,1.0,0.0,25.0
PUMA,2501600,68423.0,22557.0,26342.0,9379.0,10145.0,22156.0,21745.0,15078.0,9444.0,20413.0,22843.0,20111.0,5056.0,146189.0,68423,22560,26346,9372,10145,22129,21736,15087,9471,20412,22844,20111,5056,146220,0.0,3.0,4.0,-7.0,0.0,-27.0,-9.0,9.0,27.0,-1.0,1.0,0.0,0.0,31.0
PUMA,2501900,64999.0,20828.0,25733.0,9031.0,9407.0,34992.0,18564.0,8438.0,3005.0,27932.0,20465.0,12474.0,4128.0,159116.0,64999,20829,25731,9036,9403,34979,18577,8437,3006,27933,20465,12474,4127,159117,0.0,1.0,-2.0,5.0,-4.0,-13.0,13.0,-1.0,1.0,1.0,0.0,0.0,-1.0,1.0
PUMA,2501901,67689.0,24802.0,20859.0,9839.0,12189.0,26809.0,19809.0,13258.0,7813.0,22733.0,22013.0,18102.0,4841.0,149304.0,67689,24814,20859,9840,12176,26777,19809,13271,7832,22736,22017,18095,4841,149311,0.0,12.0,0.0,1.0,-13.0,-32.0,0.0,13.0,19.0,3.0,4.0,-7.0,0.0,7.0
PUMA,2501902,58565.0,19382.0,20829.0,8600.0,9754.0,18931.0,17960.0,12366.0,9308.0,19779.0,17142.0,16616.0,5028.0,129672.0,58565,19395,20829,8600,9741,18890,17964,12378,9333,19775,17140,16621,5029,129660,0.0,13.0,0.0,0.0,-13.0,-41.0,4.0,12.0,25.0,-4.0,-2.0,5.0,1.0,-12.0
PUMA,2502400,53794.0,15250.0,16896.0,9445.0,12203.0,13068.0,12897.0,11534.0,16295.0,11415.0,18753.0,19610.0,4016.0,128508.0,53794,15254,16898,9451,12191,13032,12888,11540,16334,11416,18752,19611,4015,128541,0.0,4.0,2.0,6.0,-12.0,-36.0,-9.0,6.0,39.0,1.0,-1.0,1.0,-1.0,33.0
PUMA,2502800,70355.0,24481.0,23595.0,11101.0,11178.0,20598.0,18053.0,19141.0,12563.0,19126.0,24461.0,21323.0,5445.0,157747.0,70355,24480,23597,11095,11183,20537,18041,19154,12623,19128,24462,21320,5445,157754,0.0,-1.0,2.0,-6.0,5.0,-61.0,-12.0,13.0,60.0,2.0,1.0,-3.0,0.0,7.0
PUMA,2503301,64180.0,25202.0,28356.0,5693.0,4929.0,26661.0,17870.0,10536.0,9113.0,21552.0,22355.0,16190.0,4083.0,122516.0,64180,25189,28362,5699,4930,26637,17863,10538,9142,21551,22357,16184,4088,122527,0.0,-13.0,6.0,6.0,1.0,-24.0,-7.0,2.0,29.0,-1.0,2.0,-6.0,5.0,11.0
PUMA,2503302,108271.0,42516.0,44204.0,11883.0,9668.0,31589.0,23106.0,15883.0,37693.0,28699.0,37684.0,36053.0,5835.0,211325.0,108271,42510,44201,11888,9672,31541,23079,15887,37764,28692,37696,36048,5835,211353,0.0,-6.0,-3.0,5.0,4.0,-48.0,-27.0,4.0,71.0,-7.0,12.0,-5.0,0.0,28.0
PUMA,2503303,67878.0,22999.0,26368.0,9884.0,8627.0,20768.0,21882.0,13388.0,11840.0,17089.0,25360.0,20581.0,4848.0,154947.0,67878,23003,26367,9887,8621,20738,21851,13393,11896,17098,25366,20572,4842,154930,0.0,4.0,-1.0,3.0,-6.0,-30.0,-31.0,5.0,56.0,9.0,6.0,-9.0,-6.0,-17.0
PUMA,2503304,60619.0,20624.0,20023.0,10442.0,9530.0,27176.0,18057.0,9200.0,6186.0,20384.0,21357.0,13866.0,5012.0,144280.0,60619,20616,20023,10447,9533,27161,18058,9209,6191,20384,21362,13864,5009,144297,0.0,-8.0,0.0,5.0,3.0,-15.0,1.0,9.0,5.0,0.0,5.0,-2.0,-3.0,17.0
PUMA,2503305,67402.0,21813.0,24945.0,10789.0,9855.0,18118.0,19640.0,15990.0,13654.0,15558.0,23265.0,23533.0,5046.0,145101.0,67402,21840,24954,10775,9833,18085,19610,15999,13708,15563,23265,23528,5046,145189,0.0,27.0,9.0,-14.0,-22.0,-33.0,-30.0,9.0,54.0,5.0,0.0,-5.0,0.0,88.0
PUMA,2503306,48864.0,15351.0,17339.0,7476.0,8698.0,15615.0,16556.0,10562.0,6131.0,13162.0,17479.0,13792.0,4431.0,108535.0,48864,15365,17341,7472,8686,15593,16548,10570,6153,13165,17483,13789,4427,108597,0.0,14.0,2.0,-4.0,-12.0,-22.0,-8.0,8.0,22.0,3.0,4.0,-3.0,-4.0,62.0
PUMA,2503400,69633.0,20218.0,25758.0,11919.0,11738.0,16115.0,13462.0,12153.0,27903.0,15586.0,23801.0,25926.0,4320.0,155183.0,69633,20265,25764,11912,11692,16071,13445,12156,27961,15589,23803,25921,4320,155338,0.0,47.0,6.0,-7.0,-46.0,-44.0,-17.0,3.0,58.0,3.0,2.0,-5.0,0.0,155.0
PUMA,2503500,44886.0,10412.0,14424.0,8597.0,11453.0,7478.0,10001.0,9907.0,17500.0,12768.0,15340.0,13434.0,3344.0,112446.0,44886,10423,14423,8598,11442,7452,9983,9907,17544,12766,15339,13435,3346,112490,0.0,11.0,-1.0,1.0,-11.0,-26.0,-18.0,0.0,44.0,-2.0,-1.0,1.0,2.0,44.0
PUMA,2503601,56876.0,15175.0,18715.0,10345.0,12641.0,12339.0,14389.0,15160.0,14988.0,13251.0,19230.0,19657.0,4738.0,135450.0,56876,15195,18723,10345,12613,12293,14375,15159,15049,13250,19232,19657,4737,135533,0.0,20.0,8.0,0.0,-28.0,-46.0,-14.0,-1.0,61.0,-1.0,2.0,0.0,-1.0,83.0
PUMA,2503602,55903.0,18133.0,19066.0,8936.0,9768.0,15830.0,14717.0,15151.0,10205.0,15027.0,19492.0,17128.0,4256.0,129274.0,55903,18133,19062,8937,9771,15797,14699,15154,10253,15026,19494,17127,4256,129262,0.0,0.0,-4.0,1.0,3.0,-33.0,-18.0,3.0,48.0,-1.0,2.0,-1.0,0.0,-12.0
PUMA,2503603,65172.0,25109.0,22156.0,8703.0,9204.0,20819.0,17355.0,16749.0,10249.0,18748.0,23612.0,18551.0,4261.0,137334.0,65172,25103,22152,8710,9207,20787,17337,16756,10292,18754,23605,18545,4268,137341,0.0,-6.0,-4.0,7.0,3.0,-32.0,-18.0,7.0,43.0,6.0,-7.0,-6.0,7.0,7.0
PUMA,2503900,66172.0,22282.0,22468.0,9851.0,11571.0,17940.0,18110.0,16105.0,14017.0,16657.0,24761.0,20663.0,4091.0,157050.0,66172,22278,22470,9848,11576,17886,18096,16112,14078,16660,24763,20657,4092,157044,0.0,-4.0,2.0,-3.0,5.0,-54.0,-14.0,7.0,61.0,3.0,2.0,-6.0,1.0,-6.0
PUMA,2504000,49892.0,13768.0,18842.0,7331.0,9951.0,18228.0,15669.0,10289.0,5706.0,15358.0,15451.0,13585.0,5498.0,127589.0,49892,13771,18846,7333,9942,18207,15664,10301,5720,15359,15453,13582,5498,127572,0.0,3.0,4.0,2.0,-9.0,-21.0,-5.0,12.0,14.0,1.0,2.0,-3.0,0.0,-17.0
PUMA,2504200,56659.0,14780.0,22518.0,9807.0,9554.0,14380.0,17826.0,13670.0,10783.0,12616.0,19083.0,20483.0,4477.0,129530.0,56659,14790,22518,9806,9545,14351,17803,13686,10819,12621,19082,20477,4479,129577,0.0,10.0,0.0,-1.0,-9.0,-29.0,-23.0,16.0,36.0,5.0,-1.0,-6.0,2.0,47.0
PUMA,2504301,48951.0,15372.0,19515.0,7473.0,6591.0,13581.0,14254.0,12580.0,8536.0,14048.0,14854.0,16416.0,3633.0,112098.0,48951,15374,19516,7469,6592,13551,14245,12589,8566,14053,14859,16407,3632,112102,0.0,2.0,1.0,-4.0,1.0,-30.0,-9.0,9.0,30.0,5.0,5.0,-9.0,-1.0,4.0
PUMA,2504302,46149.0,16223.0,17765.0,7057.0,5104.0,24427.0,11876.0,7031.0,2815.0,20665.0,14038.0,9469.0,1977.0,98148.0,46149,16229,17763,7058,5099,24413,11886,7036,2814,20668,14037,9468,1976,98141,0.0,6.0,-2.0,1.0,-5.0,-14.0,10.0,5.0,-1.0,3.0,-1.0,-1.0,-1.0,-7.0
PUMA,2504303,54746.0,14738.0,21226.0,9378.0,9404.0,15321.0,15616.0,14070.0,9739.0,12775.0,19043.0,18910.0,4018.0,129140.0,54746,14746,21223,9379,9398,15295,15601,14075,9775,12775,19051,18903,4017,129155,0.0,8.0,-3.0,1.0,-6.0,-26.0,-15.0,5.0,36.0,0.0,8.0,-7.0,-1.0,15.0
PUMA,2504500,52374.0,17678.0,20088.0,8166.0,6442.0,26675.0,14648.0,7897.0,3154.0,20206.0,17564.0,12265.0,2339.0,117181.0,52374,17683,20090,8166,6435,26664,14653,7895,3162,20205,17565,12264,2340,117184,0.0,5.0,2.0,0.0,-7.0,-11.0,5.0,-2.0,8.0,-1.0,1.0,-1.0,1.0,3.0
PUMA,2504700,50570.0,17694.0,20439.0,5464.0,6973.0,15691.0,15336.0,10933.0,8610.0,20302.0,15342.0,11861.0,3065.0,109859.0,50570,17694,20440,5470,6966,15670,15333,10942,8625,20299,15342,11867,3062,109851,0.0,0.0,1.0,6.0,-7.0,-21.0,-3.0,9.0,15.0,-3.0,0.0,6.0,-3.0,-8.0
PUMA,2504800,45884.0,16118.0,18946.0,4975.0,5845.0,14131.0,15617.0,9410.0,6726.0,17980.0,14876.0,10676.0,2352.0,95193.0,45884,16114,18949,4975,5846,14122,15614,9411,6737,17978,14875,10680,2351,95196,0.0,-4.0,3.0,0.0,1.0,-9.0,-3.0,1.0,11.0,-2.0,-1.0,4.0,-1.0,3.0
PUMA,2504901,49633.0,12730.0,18074.0,7698.0,11131.0,11530.0,14061.0,13383.0,10659.0,12582.0,15104.0,16463.0,5484.0,123284.0,49633,12726,18069,7704,11134,11505,14053,13384,10691,12582,15098,16464,5489,123277,0.0,-4.0,-5.0,6.0,3.0,-25.0,-8.0,1.0,32.0,0.0,-6.0,1.0,5.0,-7.0
PUMA,2504902,51437.0,13187.0,19799.0,8068.0,10383.0,10987.0,13891.0,15332.0,11227.0,12687.0,15605.0,18145.0,5000.0,123843.0,51437,13192,19799,8067,10379,10965,13871,15337,11264,12688,15606,18143,5000,123861,0.0,5.0,0.0,-1.0,-4.0,-22.0,-20.0,5.0,37.0,1.0,1.0,-2.0,0.0,18.0
PUMA,2504903,63250.0,20974.0,19582.0,9066.0,13628.0,16474.0,16995.0,14744.0,15037.0,18926.0,20297.0,19412.0,4615.0,144670.0,63250,20984,19579,9069,13618,16444,16975,14745,15086,18924,20292,19418,4616,144692,0.0,10.0,-3.0,3.0,-10.0,-30.0,-20.0,1.0,49.0,-2.0,-5.0,6.0,1.0,22.0
PUMA,3300300,799.0,380.0,177.0,103.0,139.0,64.0,193.0,196.0,346.0,150.0,278.0,314.0,57.0,1860.0,799,380,177,103,139,64,193,196,346,150,278,314,57,1861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PUMA,3300500,3065.0,1682.0,935.0,221.0,227.0,882.0,842.0,1023.0,318.0,770.0,1283.0,919.0,93.0,5334.0,3065,1682,935,221,227,881,842,1023,319,770,1283,919,93,5333,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
PUMA,3300600,39706.0,16295.0,12646.0,4765.0,6000.0,6075.0,10722.0,11629.0,11280.0,6701.0,14717.0,14941.0,3347.0,90305.0,39706,16281,12653,4768,6004,6065,10709,11631,11301,6719,14725,14928,3334,90308,0.0,-14.0,7.0,3.0,4.0,-10.0,-13.0,2.0,21.0,18.0,8.0,-13.0,-13.0,3.0
PUMA,3300700,64358.0,26437.0,20165.0,8523.0,9233.0,11111.0,17461.0,18148.0,17638.0,12151.0,20807.0,25228.0,6172.0,146875.0,64358,26428,20166,8526,9238,11094,17432,18151,17681,12155,20814,25211,6178,146899,0.0,-9.0,1.0,3.0,5.0,-17.0,-29.0,3.0,43.0,4.0,7.0,-17.0,6.0,24.0
PUMA,3300800,52960.0,25231.0,15657.0,5532.0,6540.0,17445.0,17882.0,11732.0,5901.0,13325.0,20146.0,15809.0,3680.0,112510.0,52960,25216,15674,5529,6541,17430,17881,11744,5905,13331,20149,15801,3679,112501,0.0,-15.0,17.0,-3.0,1.0,-15.0,-1.0,12.0,4.0,6.0,3.0,-8.0,-1.0,-9.0
PUMA,3300900,61326.0,26331.0,18341.0,7789.0,8865.0,14189.0,16871.0,16739.0,13527.0,13690.0,21885.0,20526.0,5225.0,138456.0,61326,26310,18353,7790,8873,14159,16859,16751,13557,13710,21890,20517,5209,138472,0.0,-21.0,12.0,1.0,8.0,-30.0,-12.0,12.0,30.0,20.0,5.0,-9.0,-16.0,16.0
PUMA,3301000,93852.0,42332.0,28097.0,10806.0,12617.0,18220.0,25651.0,25221.0,24760.0,20541.0,33635.0,32188.0,7488.0,206194.0,93852,42324,28097,10823,12608,18185,25609,25233,24825,20553,33648,32170,7481,206154,0.0,-8.0,0.0,17.0,-9.0,-35.0,-42.0,12.0,65.0,12.0,13.0,-18.0,-7.0,-40.0
PUMA,4400101,64239.0,22427.0,21652.0,10961.0,9199.0,19609.0,18034.0,15815.0,10781.0,17981.0,22708.0,18610.0,4940.0,138216.0,64239,22434,21652,10967,9186,19587,18027,15823,10802,17980,22710,18608,4941,138209,0.0,7.0,0.0,6.0,-13.0,-22.0,-7.0,8.0,21.0,-1.0,2.0,-2.0,1.0,-7.0
PUMA,4400102,82302.0,30726.0,25018.0,14003.0,12555.0,30386.0,25611.0,16148.0,10157.0,23803.0,30504.0,21898.0,6097.0,177127.0,82302,30732,25012,14003,12555,30348,25615,16166,10173,23804,30502,21899,6097,177135,0.0,6.0,-6.0,0.0,0.0,-38.0,4.0,18.0,16.0,1.0,-2.0,1.0,0.0,8.0
PUMA,4400103,81538.0,33450.0,20965.0,13651.0,13472.0,39090.0,23634.0,11075.0,7739.0,24714.0,31786.0,19547.0,5491.0,175365.0,81538,33446,20956,13656,13480,39052,23647,11086,7753,24713,31783,19549,5493,175402,0.0,-4.0,-9.0,5.0,8.0,-38.0,13.0,11.0,14.0,-1.0,-3.0,2.0,2.0,37.0
PUMA,4400104,54423.0,19890.0,17449.0,9000.0,8084.0,17353.0,16514.0,12767.0,7789.0,16275.0,19583.0,14640.0,3925.0,117085.0,54423,19900,17449,9005,8069,17330,16517,12772,7804,16270,19586,14642,3925,117084,0.0,10.0,0.0,5.0,-15.0,-23.0,3.0,5.0,15.0,-5.0,3.0,2.0,0.0,-1.0
PUMA,4400201,76105.0,26379.0,25978.0,12688.0,11060.0,20376.0,23898.0,18571.0,13260.0,20311.0,28736.0,21638.0,5420.0,163807.0,75948,26365,25947,12633,11003,20319,23826,18543,13260,20282,28707,21580,5379,163323,-157.0,-14.0,-31.0,-55.0,-57.0,-57.0,-72.0,-28.0,0.0,-29.0,-29.0,-58.0,-41.0,-484.0
PUMA,4400300,54090.0,18787.0,19143.0,8348.0,7812.0,12985.0,14795.0,13278.0,13032.0,14366.0,19885.0,16593.0,3246.0,116573.0,54090,18796,19145,8349,7800,12977,14786,13280,13047,14366,19889,16593,3242,116580,0.0,9.0,2.0,1.0,-12.0,-8.0,-9.0,2.0,15.0,0.0,4.0,0.0,-4.0,7.0
PUMA,4400400,64631.0,21539.0,23259.0,10651.0,9182.0,13855.0,18912.0,16329.0,15535.0,16056.0,22933.0,20876.0,4766.0,139055.0,64631,21545,23262,10654,9170,13839,18895,16329,15568,16059,22933,20874,4765,139072,0.0,6.0,3.0,3.0,-12.0,-16.0,-17.0,0.0,33.0,3.0,0.0,-2.0,-1.0,17.0
