,block_id,taz_id
90967,250173506002000,623
90970,250173506002003,620
90990,250173507001000,624
91020,250173507004000,622
91056,250173509001000,616
91081,250173509003000,617
91115,250173510002000,614
91121,250173510003000,586
91122,250173510003001,609
91157,250173511001000,610
91167,250173511002000,611
91176,250173511003002,607
91195,250173512031000,585
91201,250173512032000,608
91203,250173512032002,584
91255,250173512042009,605
91276,250173513001000,606
91313,250173514031005,589
91322,250173514032002,590
91345,250173514041000,587
91353,250173514042000,588
91378,250173514044004,604
91385,250173515001000,580
91398,250173515001013,579
91399,250173515001014,581
91405,250173515001020,583
91416,250173515001031,582
91455,250173371011000,848
91468,250173371011013,849
91489,250173371021000,843
91499,250173371021010,842
91545,250173371022017,844
91577,250173372011000,850
91626,250173372013008,851
91631,250173372021003,852
91681,250173372023003,846
91706,250173372023028,845
91748,250173373001001,847
91851,250173231001000,2201
91868,250173231001017,2203
91890,250173231002000,2202
91964,250173231004000,2204
92053,250173651001000,1542
92089,250173651002000,1544
92181,250173651004000,1543
92244,250173652011000,1546
92245,250173652011001,1549
92299,250173652012001,1545
92389,250173652021005,1548
92399,250173652021015,1547
92486,250173151001000,1355
92502,250173151001016,1354
92538,250173151002000,1363
92573,250173151002035,1360
92581,250173151002043,1362
92589,250173151002051,1356
92590,250173151002052,1357
92630,250173152001003,1353
92651,250173152001024,1352
92675,250173152002019,1358
92699,250173152002043,1349
92738,250173152003002,1346
92803,250173152004043,1347
92811,250173154011000,1350
92825,250173154011014,1348
92865,250173154021000,1359
92868,250173154021003,1351
92905,250173154022018,1344
92968,250173155001006,1345
92978,250173155002000,1343
93159,250173011011000,3338
93191,250173011012000,3344
93243,250173011013000,3343
93281,250173011021000,3341
93303,250173011022000,3339
93344,250173011023000,3342
93393,250173131011000,2168
93394,250173131011001,2169
93443,250173131011050,2170
93481,250173131011088,2167
93499,250173131012004,2171
93520,250173131012025,2172
93578,250173131021000,2164
93595,250173131021017,2166
93602,250173131022000,2165
93626,250173131023000,2163
93630,250173131023004,2162
93740,250173351001000,834
93742,250173351001002,835
93768,250173351002005,836
93783,250173351003006,837
93799,250173351004004,838
93856,250173351006016,839
93897,250173352001000,840
93961,250173352004000,841
93978,250173352004017,826
94019,250173353011000,832
94020,250173353011001,829
94025,250173353011006,830
94034,250173353011015,828
94048,250173353012007,831
94073,250173353021003,833
94165,250173354002006,827
94219,250173681011000,970
94235,250173681012000,967
94248,250173681012013,969
94269,250173681014002,971
94288,250173681021000,966
94322,250173681022006,968
94349,250173681022033,973
94360,250173681022044,972
94366,250173682001000,976
94371,250173682001005,978
94422,250173682004012,974
94428,250173682004018,975
94430,250173682004020,977
94443,250173682004033,982
94465,250173683001000,980
94477,250173683001012,989
94479,250173683002000,979
94494,250173683003009,983
94529,250173683005000,988
94542,250173684001000,995
94543,250173684001001,987
94567,250173684002004,984
94570,250173684002007,986
94626,250173684002063,998
94650,250173684003005,985
94727,250173685001000,993
94740,250173685002002,997
94760,250173686001000,996
94845,250173687002000,994
94846,250173687002001,992
94937,250173688003000,991
95000,250173689011000,962
95001,250173689011001,963
95006,250173689011006,964
95024,250173689012000,965
95076,250173689021000,981
95130,250173690001000,961
95178,250173691001000,990
95293,250173701011000,937
95320,250173701011027,936
95343,250173701012016,933
95355,250173701013006,938
95419,250173701021009,939
95444,250173701022000,932
95457,250173701022013,934
95488,250173701024013,935
95536,250173702011000,929
95539,250173702011003,930
95602,250173702022000,931
95652,250173703001000,922
95716,250173703002000,923
95732,250173703002016,924
95766,250173703003000,928
95817,250173704001000,927
95839,250173704002015,925
95843,250173704003003,926
95899,250173652011050,1507
95900,250173661001000,1512
95934,250173661003000,1509
95935,250173661003001,1511
96027,250173662011000,1506
96031,250173662011004,1505
96097,250173662021000,1508
96100,250173662021003,1510
96229,250173181001000,2178
96231,250173181001002,2177
96261,250173181001032,2176
96318,250173181003020,2182
96382,250173182001000,2175
96471,250173182002021,2179
96493,250173182002043,2180
96529,250173183002000,2181
96680,250173184001000,2186
96692,250173184001012,2187
96696,250173184001016,2184
96697,250173184001017,2189
96704,250173184001024,2188
96751,250173184002000,2185
96759,250173184002008,2183
96792,250173671001000,1469
96818,250173671002001,1468
96890,250173672001000,1471
96904,250173672001014,1473
96938,250173672002012,1474
97029,250173672003000,1470
97063,250173672003034,1472
97195,250173311011000,1296
97196,250173311011001,1294
97209,250173311011014,1289
97212,250173311012000,1298
97213,250173311012001,1297
97269,250173311021004,1295
97298,250173311022000,1286
97320,250173311022022,1285
97328,250173311022030,1287
97333,250173311022035,1288
97435,250173312001000,1292
97437,250173312001002,1291
97482,250173312002002,1293
97528,250173313001006,1290
97606,250173381001000,856
97609,250173381001003,855
97670,250173382001009,857
97706,250173382001045,854
97734,250173383001000,859
97736,250173383001002,858
97836,250173384001009,860
97954,250173385001008,853
98067,250173331001000,885
98090,250173331001023,886
98103,250173331001036,881
98104,250173331002000,888
98147,250173331004000,887
98187,250173332001000,877
98198,250173332001011,884
98200,250173332001013,880
98274,250173333001000,882
98346,250173334001000,864
98348,250173334001002,862
98358,250173334001012,861
98393,250173334002000,863
98421,250173334003000,883
98448,250173334005001,879
98479,250173335011000,874
98510,250173335012017,878
98523,250173335013003,865
98530,250173335013010,875
98533,250173335013013,876
98632,250173336001000,872
98636,250173336001004,873
98647,250173336002000,870
98648,250173336002001,871
98672,250173336003000,869
98686,250173336003014,868
98693,250173336003021,866
98694,250173336003022,867
98832,250199501001000,5003
98953,250199501002000,5001
99081,250199502001000,5007
99112,250199502002000,5004
99139,250199502003000,5006
99157,250199502004000,5008
99235,250199503071000,5002
99522,250199504001000,5009
99624,250199504002000,5010
99680,250199505001000,5005
99901,250199505002000,5011
100199,250214571001000,1723
100215,250214571001016,1721
100226,250214571001027,1722
100241,250214571002000,1724
100262,250214571002021,1725
100283,250214571003000,1726
100296,250214571003013,1727
100336,250214431011000,2387
100337,250214431011001,2390
100364,250214431012001,2389
100373,250214431012010,2391
100427,250214431013030,2388
100504,250214431021000,2393
100532,250214431021028,2392
100553,250214431022003,2394
100558,250214431022008,2395
100632,250214431024018,2396
100689,250214191001000,1812
100693,250214191001004,1795
100697,250214191001008,1792
100720,250214191001031,1794
100761,250214191001072,1796
100762,250214191001073,1793
100812,250214191001123,1799
100858,250214191002004,1811
100886,250214191003000,1797
101018,250214193001000,1814
101033,250214193002000,1813
101044,250214193002011,1809
101141,250214195001009,1810
101185,250214196001000,1807
101201,250214196001016,1805
101202,250214196002000,1804
101311,250214197001008,1808
101338,250214197002000,1806
101348,250214197002010,1803
101383,250214198001008,1801
101389,250214198001014,1802
101398,250214198001023,1800
101403,250214198002000,1798
101514,250214001001000,729
101535,250214001002000,735
101580,250214002001000,730
101596,250214002002008,734
101611,250214002003002,731
101638,250214003003000,732
101651,250214004001003,733
101672,250214004003001,739
101686,250214005001000,738
101698,250214005002000,741
101745,250214006002003,740
101757,250214006002015,749
101765,250214006002023,742
101789,250214007001000,743
101803,250214007002003,745
101825,250214008001001,736
101836,250214008002004,737
101857,250214009001003,746
101874,250214009003000,744
101890,250214010001000,747
101895,250214010001005,748
101931,250214011001000,751
101978,250214011002000,752
101980,250214011002002,750
102036,250214012001000,754
102037,250214012001001,753
102094,250214012002005,755
102194,250214151011000,1678
102215,250214151011021,1683
102218,250214151012000,1675
102225,250214151012007,1677
102296,250214151021000,1681
102315,250214151021019,1682
102325,250214151022006,1680
102369,250214151023023,1685
102425,250214152001000,1679
102439,250214152001014,1687
102459,250214152001034,1684
102469,250214152002000,1688
102473,250214152002004,1686
102521,250214153001000,1676
102553,250214153002000,1674
102687,250214231001000,1870
102737,250214231002002,1871
102756,250214231002021,1872
102774,250214231003000,1869
102932,250214021011000,1054
102933,250214021011001,1056
102953,250214021011021,1060
102969,250214021012000,1053
103071,250214021022019,1059
103120,250214022001000,1066
103138,250214022002000,1068
103176,250214023002002,1067
103322,250214024001050,1055
103324,250214024001052,1058
103329,250214024002000,1065
103386,250214024005011,1063
103388,250214024006001,1062
103393,250214024006006,1061
103421,250214024006034,1064
103468,250214025001032,1057
103495,250214025002000,1052
103580,250214051001000,1538
103610,250214051002000,1539
103627,250214051002017,1541
103675,250214051003005,1540
103783,250214101001000,2419
103787,250214101001004,2421
103818,250214101002000,2417
103898,250214101002080,2422
104002,250214103001000,2425
104058,250214103002016,2424
104110,250214104001000,2423
104130,250214104002000,2418
104152,250214104002022,2420
104204,250214421011000,2348
104205,250214421011001,2349
104248,250214421012020,2350
104254,250214421013001,2355
104261,250214421013008,2351
104271,250214421013018,2352
104295,250214421021000,2356
104301,250214421021006,2354
104317,250214421021022,2353
104320,250214421021025,2358
104326,250214421021031,2357
104369,250214421022019,2360
104381,250214421022031,2359
104390,250214421023000,2347
104391,250214421023001,2346
104536,250214422011000,2361
104548,250214422011012,2363
104549,250214422011013,2362
104611,250214422021000,2367
104642,250214422021031,2366
104653,250214422021042,2365
104662,250214422022002,2364
104736,250214211001000,1729
104760,250214211001024,1728
104847,250214212001000,1730
104855,250214212001008,1731
104939,250214061011000,1639
104945,250214061011006,1642
104958,250214061011019,1641
105007,250214061012000,1640
105032,250214061013000,1638
105167,250214061022017,1643
105251,250214081011000,2342
105290,250214081011039,2343
105294,250214081012000,2345
105334,250214081013000,2341
105386,250214081013052,2344
105532,250214071001000,1664
105573,250214071001041,1665
105622,250214071002046,1666
105630,250214071003000,1667
105734,250214161011000,1070
105753,250214161012000,1077
105788,250214161013000,1078
105792,250214161013004,1074
105861,250214161014000,1073
105882,250214161021001,1069
105976,250214161022000,1071
106000,250214162001000,1072
106131,250214163001000,1076
106135,250214163001004,1075
106215,250214164001000,1080
106269,250214164004003,1079
106389,250214031001000,1502
106390,250214031001001,1501
106434,250214031004000,1504
106437,250214031004003,1497
106462,250214031005000,1500
106478,250214031005016,1496
106506,250214031006012,1498
106589,250214033003006,1495
106590,250214033003007,1494
106618,250214034001002,1493
106734,250214035001000,1491
106779,250214035001045,1503
106871,250214035003014,1492
106907,250214572001010,1499
107019,250214091011000,1668
107024,250214091011005,1670
107071,250214091011052,1669
107076,250214091012000,1671
107095,250214091012019,1673
107174,250214091021000,1672
107275,250214131001000,1616
107279,250214131001004,1617
107289,250214131001014,1623
107323,250214131001048,1622
107337,250214131002000,1621
107340,250214131002003,1620
107434,250214131005017,1624
107441,250214132001000,1615
107450,250214132001009,1630
107451,250214132001010,1619
107482,250214132002012,1631
107516,250214132004000,1618
107550,250214133001000,1632
107599,250214133002007,1635
107711,250214134011000,1633
107714,250214134011003,1634
107776,250214134013000,1636
107801,250214134021011,1637
107842,250214135001000,1627
107844,250214135001002,1629
107888,250214135002016,1625
107890,250214135002018,1626
107902,250214135002030,1628
107936,250214401001000,4378
107953,250214401002000,4379
108001,250214401003000,4380
108031,250214401004000,4381
108078,250214401005000,4382
108135,250214171001000,1095
108140,250214171001005,1094
108141,250214171001006,1093
108175,250214171004001,1092
108187,250214171004013,1091
108204,250214172001000,1099
108214,250214172001010,1098
108247,250214172002000,1096
108256,250214172002009,1097
108335,250214173001000,1100
108344,250214173001009,1102
108362,250214173002000,1101
108463,250214175011000,1105
108470,250214175011007,1103
108493,250214175013000,1107
108515,250214175014004,1106
108533,250214175022000,1104
108574,250214176011008,1110
108599,250214176013000,1109
108619,250214176014002,1108
108658,250214176021028,1130
108664,250214176021034,1111
108681,250214176021051,1113
108747,250214177011008,1112
108759,250214177012000,1122
108761,250214177012002,1117
108768,250214177012009,1116
108774,250214177013004,1114
108791,250214177013021,1115
108796,250214177014000,1121
108803,250214177014007,1118
108819,250214177014023,1089
108847,250214177022000,1129
108913,250214178011000,1131
109028,250214178015026,1132
109096,250214179011000,1128
109097,250214179011001,1126
109098,250214179011002,1123
109118,250214179012005,1127
109123,250214179012010,1125
109212,250214180021000,1124
109214,250214180021002,1120
109230,250214180022000,1119
109282,250214180031000,1084
109287,250214180031005,1083
109302,250214180031020,1082
109324,250214180041002,1088
109340,250214180041018,1086
109354,250214180042002,1085
109401,250214181011001,1090
109447,250214181021000,1087
109500,250214182002000,1081
109616,250214201001000,1691
109633,250214201002000,1692
109662,250214201003000,1696
109672,250214201004002,1693
109720,250214201005003,1695
109743,250214201005026,1697
109747,250214202011000,1694
109790,250214202021000,1689
109850,250214202023004,1690
109879,250214203011005,1698
109905,250214203011031,1702
109988,250214203013028,1700
110011,250214203014015,1699
110019,250214203021000,1701
110053,250214203022011,1703
110128,250214141001000,1656
110129,250214141001001,1657
110145,250214141002000,1658
110307,250214142001000,1661
110336,250214142002013,1663
110405,250214142004000,1662
110450,250214143001000,1659
110511,250214143002001,1660
110565,250214561011000,1708
110571,250214561011006,1717
110612,250214561012000,1720
110613,250214561012001,1719
110616,250214561012004,1718
110636,250214561021000,1707
110703,250214562001000,1704
110707,250214562001004,1705
110755,250214562001052,1706
110806,250214563011000,1709
110823,250214563012005,1711
110827,250214563012009,1715
110839,250214563021000,1712
110878,250214563022000,1710
110971,250214564012004,1713
111006,250214564021000,1716
111056,250214564023001,1714
111112,250214111001000,1650
111114,250214111001002,1651
111132,250214111001020,1653
111138,250214111002000,1654
111180,250214111002042,1655
111225,250214111004001,1645
111302,250214112001000,1649
111360,250214112002004,1648
111372,250214112002016,1646
111410,250214112003002,1647
111451,250214113011000,1644
111567,250214113021010,1652
111657,250214041001000,1490
111670,250214041001013,1489
111719,250214041001062,1486
111734,250214041001077,1485
111759,250214041002000,1488
111770,250214041002011,1487
111805,250214042011000,1475
111870,250214042013018,1483
111896,250214042021000,1476
111924,250214042021028,1482
111969,250214042023018,1484
112011,250214043012000,1477
112098,250214043021008,1478
112162,250214044001000,1481
112191,250214044001029,1480
112241,250214044005002,1479
112288,250214121001000,1610
112298,250214121001010,1608
112378,250214121003010,1609
112432,250214122001000,1607
112513,250214122002046,1611
112516,250214123001000,1613
112528,250214123001012,1614
112568,250214123003000,1612
112643,250214221001000,1839
112649,250214221001006,1845
112654,250214221001011,1842
112657,250214221002002,1846
112693,250214221004000,1840
112711,250214222001000,1847
112734,250214222002000,1844
112760,250214222003000,1838
112779,250214222004000,1837
112784,250214222005000,1843
112798,250214222006002,1841
112817,250214223011000,1836
112841,250214223012000,1829
112850,250214223012009,1835
112878,250214223021000,1834
112934,250214223024015,1833
112987,250214224001000,1822
112991,250214224001004,1821
113019,250214224002016,1824
113059,250214224004010,1830
113069,250214224005000,1826
113078,250214224005009,1825
113089,250214224005020,1831
113107,250214225011000,1832
113122,250214225012000,1828
113180,250214225021000,1823
113200,250214225022001,1827
113262,250214226002000,1818
113263,250214226002001,1820
113328,250214226006001,1819
113389,250214227002000,1817
113438,250214228001000,1815
113475,250214228002005,1816
113524,250214412021000,2461
113531,250214412021007,2462
113591,250214412031000,2459
113597,250214412031006,2458
113658,250214412031067,2460
113676,250214412032015,2456
113689,250214412041003,2457
113780,250235022003008,1882
113781,250235201001000,1881
113802,250235201001021,1875
113834,250235201001053,1879
113837,250235201002000,1880
113880,250235201003018,1878
113895,250235201004003,1877
113935,250235202012001,1874
113962,250235202013000,1873
114020,250235202023000,1876
114043,250235251011000,2558
114066,250235251012000,2557
114067,250235251012001,2561
114110,250235251013000,2568
114124,250235251014002,2562
114140,250235251014018,2563
114155,250235251014033,2564
114159,250235251014037,2566
114161,250235251041000,2567
114163,250235251041002,2559
114183,250235251042000,2572
114198,250235251043000,2565
114213,250235251044003,2560
114244,250235252032000,2569
114276,250235252032032,2571
114294,250235252033002,2570
114418,250235101001000,1770
114453,250235101003000,1769
114479,250235102001000,1772
114516,250235102002021,1773
114518,250235102003000,1771
114563,250235103001000,1743
114603,250235103003006,1742
114610,250235104001000,1744
114632,250235104002008,1745
114660,250235105011000,1732
114678,250235105012000,1733
114735,250235105023000,1741
114744,250235105024000,1738
114748,250235105024004,1739
114755,250235105025000,1734
114771,250235105031000,1735
114778,250235105032000,1740
114792,250235105033000,1737
114794,250235105033002,1736
114911,250235106001000,1752
114933,250235106001022,1756
114967,250235106003000,1753
114991,250235107001000,1747
114995,250235107001004,1748
114996,250235107001005,1750
115013,250235107002000,1749
115017,250235107002004,1751
115072,250235107006000,1761
115074,250235107006002,1759
115173,250235109001000,1746
115210,250235109002005,1763
115257,250235110002000,1776
115258,250235110002001,1775
115278,250235110002021,1777
115308,250235111001000,1779
115312,250235111001004,1774
115328,250235111002004,1778
115421,250235112001003,1780
115476,250235113011003,1781
115483,250235113011010,1782
115553,250235113021000,1783
115640,250235115001000,1764
115659,250235115003000,1762
115692,250235116001010,1765
115701,250235116002004,1768
115715,250235116003006,1767
115721,250235116004000,1766
115780,250235117011000,1760
115868,250235117021004,1757
115892,250235117021028,1758
115898,250235117022000,1754
115906,250235117022008,1755
115951,250235441001000,4406
115973,250235441002000,4407
116011,250235441003000,4408
116052,250235441004000,4409
116072,250235442001000,4410
116236,250235442002000,4411
116353,250235442003000,4412
116422,250235442004000,4413
116468,250235071011000,2662
116484,250235071011016,2661
116532,250235071013000,2660
116568,250235071031000,2665
116572,250235071031004,2664
116592,250235071031024,2667
116632,250235071033001,2666
116697,250235071041003,2663
116861,250235231001000,2543
116864,250235231001003,2537
116880,250235231001019,2544
116911,250235231002002,2542
116933,250235232011008,2538
116944,250235232011019,2539
117004,250235232022000,2540
117048,250235232023016,2541
117107,250235261001000,2671
117109,250235261001002,2668
117183,250235261002006,2672
117237,250235261004000,2670
117257,250235261005000,2669
117310,250235031011000,1901
117332,250235031011022,1894
117342,250235031011032,1900
117350,250235031011040,1899
117394,250235031012004,1893
117467,250235031013010,1895
117531,250235031022000,1896
117570,250235031022039,1897
117614,250235031026000,1898
117648,250235221011000,2651
117655,250235221012000,2649
117658,250235221012003,2650
117733,250235221021000,2646
117738,250235221021005,2647
117797,250235221024001,2648
117854,250235001013041,1853
117863,250235011011000,1859
117893,250235011011030,1860
117915,250235011012002,1858
117978,250235011012065,1861
118011,250235011021000,1857
118054,250235011022025,1855
118129,250235011024004,1854
118141,250235011024016,1856
118188,250235011024063,1862
118207,250235012011004,1868
118229,250235012011026,1863
118346,250235012022000,1867
118377,250235012023005,1864
118385,250235012023013,1865
118419,250235012023047,1866
118449,250235001011000,1848
118598,250235001013000,1849
118641,250235001031000,1852
118648,250235001031007,1851
118736,250235001041021,1850
118873,250235091011000,2680
118878,250235091011005,2684
118879,250235091011006,2677
118894,250235091011021,2676
118956,250235091012009,2683
118981,250235091013000,2682
119008,250235091014000,2675
119028,250235091021000,2679
119055,250235091021027,2681
119120,250235091024005,2678
119205,250235401011000,4383
119241,250235401012000,4384
119289,250235401013000,4385
119307,250235401021000,4386
119407,250235401031000,4387
119455,250235401032000,4388
119501,250235611001000,4437
119581,250235611002000,4438
119631,250235611003000,4439
119674,250235611004000,4440
119724,250235611005000,4441
119749,250235061011000,2637
119836,250235061012037,2639
119933,250235061021000,2636
120003,250235061024002,2638
120014,250235061024013,2642
120076,250235062022000,2643
120095,250235062031000,2641
120140,250235062032014,2645
120219,250235062041000,2640
120264,250235062042000,2644
120383,250235601001000,4431
120456,250235601002000,4432
120486,250235601003000,4433
120570,250235601004000,4434
120591,250235601005000,4435
120642,250235601006000,4436
120701,250235421011000,4392
120709,250235421011008,4398
120743,250235421012000,4393
120800,250235421013000,4394
120839,250235421014000,4395
120866,250235421021000,4396
120962,250235422001000,4397
121095,250235422003000,4399
121124,250235423001000,4400
121147,250235423002000,4401
121164,250235423003000,4402
121180,250235423004000,4403
121230,250235423005000,4404
121273,250235423006000,4405
121282,250235041011000,1906
121291,250235041011009,1907
121308,250235041012001,1904
121309,250235041012002,1905
121326,250235041013003,1902
121336,250235041013013,1903
121406,250235041022012,1909
121419,250235041023000,1908
121481,250235081011000,2652
121490,250235081011009,2653
121505,250235081011024,2654
121512,250235081012000,2657
121519,250235081012007,2656
121521,250235081013000,2659
121552,250235081014008,2658
121637,250235081021042,2655
121798,250235301001000,2706
121805,250235301001007,2707
121831,250235301002000,2705
121850,250235301002019,2709
121908,250235302001000,2694
121926,250235302001018,2719
121929,250235302002000,2695
121941,250235302003000,2696
121942,250235302003001,2697
121961,250235303001001,2698
121962,250235303001002,2700
121968,250235303001008,2699
122112,250235304001000,2708
122182,250235304003011,2710
122228,250235304004005,2711
122272,250235305001001,2701
122287,250235305001016,2702
122333,250235305004002,2703
122349,250235305005002,2704
122458,250235306001043,2713
122484,250235306002002,2712
122638,250235306003109,2724
122651,250235306004011,2714
122676,250235306004036,2715
122906,250235307002000,2718
123023,250235308011000,2725
123036,250235308011013,2723
123099,250235308012000,2722
123172,250235308021000,2720
123217,250235308023000,2721
123346,250235309011000,2716
123352,250235309011006,2717
123506,250235309013000,2727
123600,250235309021000,2726
123708,250235431001000,2673
123728,250235431001020,2674
123786,250235411001000,4389
123857,250235411002000,4390
123942,250235411003000,4391
123994,250235021011000,1890
124001,250235021011007,1888
124003,250235021011009,1887
124030,250235021012009,1885
124045,250235021013005,1884
124121,250235021022003,1886
124175,250235022001000,1892
124178,250235022001003,1891
124212,250235022002001,1889
124227,250235022003000,1883
124291,250235051011000,1910
124344,250235051012000,1914
124347,250235051012003,1911
124485,250235051021000,1913
124553,250235051023000,1912
124571,250235051024004,1915
124580,250235052001000,1916
124581,250235052001001,1917
124762,250235451001000,4414
124818,250235451002000,4415
124866,250235451003000,4416
124976,250235451004000,4417
125038,250235452001000,4418
125073,250235452002000,4419
125140,250235452003000,4420
125245,250235452004000,4421
125480,250235453001000,4422
125582,250235453002000,4423
125635,250235453003000,4424
125678,250235453004000,4425
125735,250235454001000,4426
125758,250235454002000,4427
125790,250235454003000,4428
125845,250235454004000,4429
125926,250235454005000,4430
126004,250235241011000,2530
126017,250235241011013,2531
126055,250235241012000,2532
126072,250235241012017,2533
126121,250235241013007,2535
126133,250235241013019,2536
126145,250235241021000,2534
126237,250235211011000,1787
126239,250235211011002,1784
126240,250235211011003,1785
126241,250235211011004,1786
126332,250235212011000,1790
126333,250235212011001,1788
126351,250235212012005,1789
126408,250235212021004,1791
126462,250250001001000,238
126464,250250001001002,239
126469,250250001001007,241
126472,250250001001010,222
126475,250250001001013,240
126492,250250001001030,223
126513,250250001002000,242
126519,250250001002006,243
126546,250250002011004,224
126548,250250002011006,212
126565,250250002013000,207
126567,250250002013002,213
126575,250250002021000,225
126577,250250002021002,226
126623,250250003014000,208
126636,250250003022000,209
126648,250250004011000,218
126658,250250004013000,216
126667,250250004014002,217
126672,250250004021000,215
126679,250250004022000,214
126706,250250005021000,211
126723,250250005022000,219
126724,250250005022001,210
126771,250250005031003,220
126788,250250005041000,231
126789,250250005041001,229
126797,250250005041009,232
126806,250250005042002,221
126833,250250006011000,230
126835,250250006011002,227
126901,250250006023001,228
126911,250250007012000,235
126912,250250007012001,234
126916,250250007012005,233
126938,250250007031000,237
126940,250250007031002,236
126985,250250008021000,250
126986,250250008021001,249
126992,250250008022000,248
126993,250250008022001,247
127021,250250008024000,245
127045,250250008031000,244
127060,250250008031015,246
127091,250250008032004,251
127092,250250008032005,252
127100,250250101031000,258
127104,250250101031004,253
127108,250250101031008,260
127111,250250101032000,255
127114,250250101033000,254
127128,250250101041000,257
127134,250250101041006,259
127152,250250101042006,256
127189,250250102031000,265
127192,250250102031003,264
127202,250250102032000,268
127205,250250102032003,269
127210,250250102032008,270
127213,250250102033002,271
127218,250250102034000,263
127232,250250102042004,261
127238,250250102042010,262
127254,250250103001000,274
127258,250250103001004,282
127265,250250103002000,279
127271,250250103002006,280
127274,250250103002009,281
127279,250250104031000,266
127287,250250104033000,267
127289,250250104041000,273
127298,250250104042000,276
127301,250250104043000,275
127303,250250104051000,277
127306,250250104051003,278
127323,250250104052003,272
127342,250250105001000,108
127348,250250105001006,109
127353,250250105002000,107
127366,250250106001000,102
127367,250250106001001,103
127369,250250106001003,105
127371,250250106001005,104
127373,250250106001007,106
127402,250250107011000,95
127406,250250107011004,94
127408,250250107011006,84
127416,250250107013000,87
127418,250250107013002,92
127424,250250107013008,93
127429,250250107021000,97
127432,250250107021003,98
127433,250250107021004,99
127434,250250107021005,96
127435,250250107021006,90
127436,250250107021007,88
127440,250250107021011,89
127444,250250107022000,85
127450,250250107023000,86
127452,250250107023002,91
127493,250250201011000,28
127495,250250201011002,26
127501,250250201012000,25
127534,250250202001000,27
127559,250250203011000,1
127560,250250203011001,21
127568,250250203011009,22
127571,250250203011012,24
127575,250250203011016,23
127583,250250203021000,30
127588,250250203021005,31
127592,250250203032000,4
127623,250250203032031,2
127625,250250203032033,3
127643,250250203032051,29
127645,250250203032053,32
127655,250250301001000,5
127665,250250301002001,6
127692,250250303001000,12
127696,250250303001004,11
127702,250250303001010,13
127736,250250303002010,39
127747,250250303002021,46
127753,250250303002027,45
127754,250250303002028,44
127757,250250303002031,49
127767,250250303003006,37
127781,250250303003020,36
127785,250250303003024,33
127786,250250303003025,35
127787,250250303003026,41
127791,250250303003030,38
127792,250250303003031,34
127793,250250303004000,43
127795,250250303004002,42
127796,250250303004003,48
127800,250250304001000,8
127806,250250304001006,10
127822,250250305001000,7
127848,250250305002000,9
127865,250250401001000,197
127872,250250401001007,192
127886,250250401002003,198
127905,250250402001000,196
127944,250250403001000,200
127976,250250403004002,201
127992,250250404011002,199
128020,250250404012018,203
128059,250250406001000,206
128062,250250406001003,202
128076,250250406001017,205
128101,250250406001042,204
128140,250250406001081,195
128212,250250408013000,194
128218,250250408013006,193
128237,250250501011000,175
128253,250250501013000,178
128260,250250502001000,177
128262,250250502001002,173
128279,250250502004002,180
128295,250250503001015,172
128314,250250504001000,171
128321,250250504002000,170
128328,250250505001000,181
128340,250250506001003,174
128387,250250507003009,182
128388,250250509011000,187
128391,250250509011003,176
128394,250250509011006,179
128404,250250509011016,186
128505,250250511011000,188
128506,250250511011001,189
128524,250250511013000,191
128544,250250511013020,185
128559,250250512001000,168
128568,250250512002000,169
128583,250250601011000,158
128586,250250601011003,160
128593,250250601012003,162
128599,250250601013004,161
128630,250250603011001,164
128635,250250603012000,165
128643,250250603013001,163
128684,250250604005000,166
128694,250250605011002,157
128718,250250605015001,156
128725,250250606001000,138
128727,250250606001002,140
128728,250250606001003,135
128734,250250606001009,139
128738,250250606001013,136
128750,250250606001025,137
128776,250250606001051,148
128782,250250606001057,142
128799,250250606001074,149
128801,250250606001076,150
128804,250250606001079,151
128828,250250607001000,152
128857,250250608002004,153
128905,250250610001003,155
128929,250250611011000,167
128941,250250612001000,144
128942,250250612001001,146
128944,250250612001003,143
128951,250250612001010,145
128981,250250612001040,20
128982,250250612001041,130
128986,250250612001045,147
129029,250250612001088,154
129059,250250612002009,131
129085,250250701011000,14
129091,250250701011006,15
129100,250250701011015,16
129107,250250701011022,17
129112,250250701011027,19
129116,250250701011031,18
129119,250250701011034,77
129121,250250701011036,82
129152,250250701011067,115
129153,250250701011068,83
129156,250250701012000,52
129158,250250701012002,63
129166,250250701012010,70
129171,250250701013000,47
129175,250250701013004,40
129177,250250701013006,51
129179,250250701013008,61
129180,250250701013009,62
129184,250250701015000,69
129187,250250701016000,75
129197,250250701017007,76
129202,250250701018003,50
129230,250250701018031,68
129231,250250701018032,67
129233,250250701018034,66
129234,250250701018035,57
129235,250250701018036,53
129236,250250701018037,54
129237,250250701018038,58
129247,250250701018048,55
129249,250250701018050,59
129250,250250701018051,56
129254,250250701018055,64
129256,250250701018057,65
129266,250250701018067,60
129274,250250702001005,81
129292,250250702003000,74
129294,250250702003002,80
129295,250250702003003,79
129304,250250703001000,72
129307,250250703001003,100
129310,250250703001006,73
129313,250250703001009,101
129315,250250703001011,78
129335,250250703003000,113
129337,250250703003002,112
129351,250250703004007,118
129356,250250704021004,114
129385,250250705001000,120
129386,250250705001001,119
129396,250250705002000,123
129428,250250705004013,122
129435,250250706001004,117
129444,250250707001003,111
129448,250250707001007,110
129465,250250708001000,116
129476,250250708002000,312
129508,250250709002000,313
